Player ,Position,Team,Year ,ConfStanding,era ,w,l ,app,gs ,cg ,isho ,csho,sv ,ip ,h ,r ,er ,bb ,so ,2b ,3b ,hr ,ab ,bavg ,wp ,hbp ,bk ,1stTeam ,2ndTeam
Thornton,P, NMHU ,2008,6,6.64 ,4,0 ,21,4 ,0 ,0,0,0 ,61.0 ,99 ,52 ,45 ,18 ,51 ,17 ,2 ,4 ,265 ,.374 ,7 ,3 ,2 ,No,No
Toscani,P, NMHU ,2008,6,6.64 ,4,4 ,14,12 ,1 ,1,0,1 ,62.1 ,85 ,60 ,46 ,28 ,35 ,13 ,0 ,4 ,261 ,.326 ,8 ,9 ,1 ,No,No
Badalucco,P, NMHU ,2015,5,5.26 ,5,4 ,12,11 ,0 ,0,0 ,1 ,63.1 ,63 ,41 ,37 ,29 ,45 ,11 ,5 ,0 ,237 ,.266 ,8 ,1 ,4 ,No,No
Brandon,P, NMHU ,2015,5,9.97 ,1,8 ,11,10 ,1 ,0,0 ,0 ,49.2 ,87 ,62 ,55 ,19 ,26 ,14 ,2 ,9 ,216 ,.403 ,4 ,3 ,2 ,No,No
Brown,P, NMHU ,2015,5,5.40 ,0,2 ,4,1 ,0 ,0,0 ,0 ,6.2 ,14 ,8 ,4 ,1 ,7 ,0 ,1 ,2 ,31 ,.452 ,1 ,1 ,0 ,No,No
Cervantes,P, NMHU ,2015,5,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,1.0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,3 ,.000 ,0 ,0 ,0 ,No,No
Chavez,P, NMHU ,2015,5,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.2 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,.000 ,0 ,0 ,0 ,No,No
Chavez,P, NMHU ,2015,5,5.08 ,2,1 ,15,0 ,0 ,0,0 ,1 ,28.1 ,26 ,18 ,16 ,4 ,13 ,4 ,0 ,5 ,106 ,.245 ,3 ,1 ,2 ,No,No
Demarest,P, NMHU ,2015,5,16.62 ,0,0 ,4,0 ,0 ,0,0 ,0 ,4.1 ,11 ,10 ,8 ,3 ,5 ,3 ,0 ,0 ,25 ,.440 ,2 ,0 ,0 ,No,No
Fudge,P, NMHU ,2015,5,13.50 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.2 ,2 ,1 ,1 ,0 ,2 ,1 ,0 ,0 ,4 ,.500 ,0 ,0 ,0 ,No,No
Gutierrez,P, NMHU ,2015,5,6.55 ,1,0 ,7,5 ,1 ,0,0 ,0 ,33.0 ,42 ,24 ,24 ,11 ,24 ,7 ,1 ,4 ,133 ,.316 ,3 ,5 ,1 ,No,No
Hicks,P, NMHU ,2015,5,11.05 ,0,0 ,7,0 ,0 ,0,0 ,0 ,7.1 ,13 ,10 ,9 ,5 ,3 ,2 ,1 ,2 ,30 ,.433 ,0 ,5 ,0 ,No,No
Hynes,P, NMHU ,2015,5,7.02 ,4,2 ,12,7 ,1 ,0,0 ,0 ,41.0 ,56 ,37 ,32 ,8 ,26 ,14 ,1 ,5 ,171 ,.327 ,1 ,12 ,1 ,No,No
McCasland,P, NMHU ,2015,5,6.14 ,1,1 ,7,0 ,0 ,0,0 ,5 ,7.1 ,9 ,5 ,5 ,8 ,10 ,4 ,0 ,0 ,29 ,.310 ,0 ,0 ,0 ,No,No
McRae,P, NMHU ,2015,5,9.92 ,1,2 ,8,0 ,0 ,0,0 ,0 ,16.1 ,28 ,21 ,18 ,4 ,17 ,8 ,0 ,3 ,76 ,.368 ,0 ,2 ,1 ,No,No
Moroyoqui,P, NMHU ,2015,5,9.18 ,2,0 ,13,0 ,0 ,0,0 ,0 ,16.2 ,25 ,19 ,17 ,7 ,12 ,8 ,0 ,3 ,73 ,.342 ,3 ,5 ,0 ,No,No
Settles,P, NMHU ,2015,5,9.28 ,0,1 ,7,0 ,0 ,0,0 ,1 ,10.2 ,19 ,14 ,11 ,8 ,2 ,5 ,0 ,1 ,51 ,.373 ,0 ,0 ,0 ,No,No
Sharp,P, NMHU ,2015,5,4.26 ,0,0 ,7,0 ,0 ,0,0 ,0 ,12.2 ,20 ,8 ,6 ,0 ,6 ,6 ,2 ,0 ,55 ,.364 ,0 ,2 ,0 ,No,No
Stanton,P, NMHU ,2015,5,54.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.2 ,3 ,4 ,4 ,1 ,0 ,0 ,0 ,1 ,5 ,.600 ,0 ,0 ,0,No,No
Trujillo,P, NMHU ,2015,5,7.19 ,4,4 ,13,12 ,0 ,0,0 ,0 ,61.1 ,80 ,55 ,49 ,35 ,49 ,15 ,6 ,1 ,244 ,.328 ,6 ,6 ,1 ,No,No
Agosto,P, NMHU ,2016,7,16.43 ,0,2 ,8,1 ,0 ,0,0 ,0 ,7.2 ,14 ,16 ,14 ,11 ,7 ,3 ,0 ,0 ,35 ,.400 ,5 ,4 ,0 ,No,No
Baca,P, NMHU ,2016,7,11.25 ,1,1 ,12,0 ,0 ,0,0 ,0 ,12.0 ,22 ,15 ,15 ,5 ,3 ,3 ,1 ,1 ,56 ,.393 ,2 ,2 ,0 ,No,No
Badalucco,P, NMHU ,2016,7,8.00 ,1,4 ,14,6 ,0 ,0,0 ,0 ,36.0 ,48 ,36 ,32 ,18 ,10 ,10 ,1 ,0 ,145 ,.331 ,0 ,1 ,0 ,No,No
Bishop,P, NMHU ,2016,7,3.38 ,1,0 ,11,0 ,0 ,0,0 ,1 ,13.1 ,11 ,5 ,5 ,4 ,3 ,5 ,0 ,1 ,46 ,.239 ,0 ,0 ,0 ,No,No
Brandon,P, NMHU ,2016,7,5.40 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.2 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,6 ,.333 ,0 ,1 ,0 ,No,No
Brennan,P, NMHU ,2016,7,14.09 ,0,0 ,7,0 ,0 ,0,0 ,0 ,7.2 ,18 ,14 ,12 ,8 ,7 ,2 ,1 ,1 ,40 ,.450 ,2 ,1 ,1 ,No,No
Gonzalez,P, NMHU ,2016,7,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,4.1 ,3 ,0 ,0 ,2 ,5 ,1 ,0 ,0 ,16 ,.188 ,0 ,0 ,0 ,No,No
Gutierrez,P, NMHU ,2016,7,3.68 ,1,2 ,15,1 ,0 ,0,0 ,3 ,36.2 ,39 ,16 ,15 ,6 ,30 ,5 ,1 ,1 ,138 ,.283 ,4 ,8 ,1 ,No,No
Hynes,P, NMHU ,2016,7,11.74 ,0,0 ,7,0 ,0 ,0,0 ,0 ,7.2 ,15 ,14 ,10 ,1 ,5 ,2 ,1 ,2 ,38 ,.395 ,1 ,2 ,0 ,No,No
Lamont,P, NMHU ,2016,7,4.60 ,3,6 ,14,14 ,2 ,1,0 ,0 ,76.1 ,85 ,52 ,39 ,30 ,81 ,21 ,1 ,9 ,303 ,.281 ,10 ,7 ,1 ,No,No
Lawson,P, NMHU ,2016,7,4.99 ,3,7 ,14,14 ,4 ,1,0 ,0 ,83.0 ,105 ,55 ,46 ,19 ,50 ,33 ,5 ,2 ,334 ,.314 ,2 ,8 ,1 ,No,No
Nelson,P, NMHU ,2016,7,8.10 ,2,2 ,13,0 ,0 ,0,0 ,0 ,10.0 ,14 ,9 ,9 ,9 ,10 ,3 ,0 ,3 ,44 ,.318 ,2 ,1 ,0 ,No,No
Norris,P, NMHU ,2016,7,3.72 ,1,1 ,16,0 ,0 ,0,0 ,2 ,19.1 ,22 ,12 ,8 ,6 ,12 ,7 ,1 ,1 ,75 ,.293 ,5 ,5 ,0 ,No,No
Siedlecki,P, NMHU ,2016,7,7.21 ,0,6 ,11,8 ,1 ,0,0 ,0 ,43.2 ,64 ,42 ,35 ,13 ,14 ,15 ,1 ,10 ,189 ,.339 ,1 ,6 ,4 ,No,No
Trujillo,P, NMHU ,2016,7,10.86 ,1,3 ,13,4 ,0 ,0,0 ,1 ,29.0 ,42 ,37 ,35 ,21 ,18 ,6 ,1 ,2 ,118 ,.356 ,2 ,3 ,2 ,No,No
Brandon,P, NMHU ,2017,7,3.48 ,1,2 ,17,0 ,0 ,0,0 ,4 ,20.2 ,26 ,11 ,8 ,7 ,25 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Lawson,P, NMHU ,2017,7,7.16 ,2,4 ,12,11 ,2 ,0,0 ,0 ,60.1 ,89 ,53 ,48 ,16 ,24 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
M,P, NMHU ,2017,7,9.00 ,3,1 ,12,0 ,0 ,0,0 ,0 ,16.0 ,26 ,22 ,16 ,11 ,6 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Nelson,P, NMHU ,2017,7,2.21 ,2,1 ,14,0 ,0 ,0,0 ,0 ,20.1 ,21 ,9 ,5 ,7 ,16 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Norris,P, NMHU ,2017,7,4.95 ,3,1 ,15,6 ,1 ,0,0 ,0 ,36.1 ,48 ,26 ,20 ,15 ,26 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Preston,P, NMHU ,2017,7,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,2.0 ,4 ,3 ,0 ,1 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Trujillo,P, NMHU ,2017,7,7.15 ,2,5 ,14,10 ,0 ,0,0 ,0 ,56.2 ,83 ,62 ,45 ,30 ,33 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Aronson,P, RU,2013,4,6.75,1,0,11,0,0,0,1,1,16,18,13,12,5,13,6,0,1,63,0.286,0,0,0,No,No
Blaylock,P, RU,2013,4,6.91,0,3,8,0,0,0,1,1,14.1,13,11,11,14,11,1,0,0,51,0.255,4,1,1,No,No
Brault,P, RU,2013,4,2.63,8,3,11,11,3,1,1,0,78.2,69,25,23,18,103,10,0,3,286,0.241,2,9,0,Yes,No
Capra,P, RU,2013,4,8.25,2,3,8,7,0,0,1,0,24,28,22,22,26,19,7,0,3,94,0.298,3,4,0,No,No
Harms,P, RU,2013,4,5.06,6,3,13,13,1,0,1,0,89,104,54,50,24,76,19,2,5,352,0.295,4,10,1,No,No
Hemphill,P, RU,2013,4,11.05,0,0,5,0,0,0,1,0,7.1,13,10,9,6,10,3,0,0,32,0.406,1,0,1,No,No
Koch,P, RU,2013,4,27,0,0,2,1,0,0,1,0,2,1,6,6,9,2,0,0,0,6,0.167,2,2,1,No,No
Long,P, RU,2013,4,4.94,1,1,11,1,0,0,1,2,23.2,25,13,13,9,14,1,1,4,94,0.266,0,3,0,No,No
Mack,P, RU,2013,4,9.49,0,2,3,3,0,0,1,0,12.1,17,15,13,12,7,2,0,0,53,0.321,1,1,0,No,No
Mielnicki,P, RU,2013,4,5.51,0,1,10,0,0,0,1,1,16.1,30,16,10,5,8,4,1,4,79,0.380,2,1,0,No,No
Picconi,P, RU,2013,4,99,0,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0.000,0,0,,No,No
Ross,P, RU,2013,4,4.67,0,1,12,0,0,0,1,1,17.1,17,13,9,8,8,3,0,1,63,0.270,4,1,0,No,No
Schicktanz,P, RU,2013,4,81,0,0,1,0,0,0,1,0,0.1,2,3,3,1,1,0,0,0,3,0.667,1,0,1,No,No
Schwein,P, RU,2013,4,2.45,10,1,12,10,7,1,1,0,73.1,91,30,20,15,32,10,0,3,296,0.307,3,4,0,Yes,No
Bonati,P, RU ,2008,3,8.50 ,3,4 ,13,11 ,0 ,0,0,0 ,54.0 ,68 ,66 ,51 ,55 ,36 ,11 ,0 ,9 ,221 ,.308 ,14 ,13 ,1 ,No,No
Kozloski,P, RU ,2008,3,7.71 ,7,4 ,11,11 ,4 ,1,0,0 ,60.2 ,88 ,55 ,52 ,19 ,46 ,14 ,2 ,8 ,263 ,.335 ,10 ,5 ,0 ,No,No
Mohrman,P, RU ,2008,3,7.23 ,6,3 ,13,12 ,3 ,0,0,0 ,66.0 ,96 ,62 ,53 ,31 ,42 ,15 ,3 ,3 ,281 ,.342 ,19 ,8 ,0 ,No,No
Musielak,P, RU ,2008,3,6.75 ,6,4 ,15,8 ,2 ,1,0,0 ,58.2 ,74 ,57 ,44 ,31 ,43 ,18 ,2 ,3 ,240 ,.308 ,8 ,15 ,3 ,No,Yes
Blaylock,P, RU ,2015,7,6.23 ,2,1 ,11,3 ,0 ,0,0 ,0 ,30.1 ,41 ,29 ,21 ,17 ,25 ,8 ,1 ,2 ,127 ,.323 ,6 ,3 ,2 ,No,No
DiPaola,P, RU ,2015,7,6.66 ,2,5 ,11,10 ,0 ,0,0 ,0 ,48.2 ,66 ,42 ,36 ,17 ,29 ,11 ,7 ,10 ,198 ,.333 ,3 ,5 ,1 ,No,No
Gotsis,P, RU ,2015,7,6.09 ,1,4 ,20,6 ,1 ,0,0 ,1 ,44.1 ,63 ,38 ,30 ,10 ,35 ,16 ,1 ,3 ,193 ,.326 ,3 ,3 ,1 ,No,No
Griffith,P, RU ,2015,7,4.76 ,1,2 ,21,0 ,0 ,0,0 ,0 ,22.2 ,21 ,15 ,12 ,11 ,19 ,7 ,0 ,2 ,88 ,.239 ,1 ,4 ,1 ,No,No
Heibult,P, RU ,2015,7,4.81 ,7,3 ,12,11 ,3 ,0,0 ,0 ,63.2 ,71 ,39 ,34 ,26 ,50 ,15 ,3 ,1 ,250 ,.284 ,5 ,4 ,7 ,No,Yes
Heyliger,P, RU ,2015,7,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,.250 ,0 ,0 ,0 ,No,No
Kennedy,P, RU ,2015,7,8.49 ,0,3 ,14,2 ,0 ,0,0 ,0 ,23.1 ,45 ,27 ,22 ,11 ,17 ,8 ,2 ,2 ,108 ,.417 ,4 ,3 ,0 ,No,No
Long,P, RU ,2015,7,8.41 ,0,1 ,17,0 ,0 ,0,0 ,0 ,20.1 ,29 ,19 ,19 ,6 ,21 ,7 ,0 ,0 ,92 ,.315 ,3 ,1 ,0 ,No,No
Quackenbush,P, RU ,2015,7,5.70 ,1,4 ,19,0 ,0 ,0,0 ,2 ,23.2 ,32 ,15 ,15 ,9 ,17 ,10 ,0 ,2 ,99 ,.323 ,3 ,0 ,0 ,No,No
Schwein,P, RU ,2015,7,6.17 ,2,4 ,15,8 ,0 ,0,0 ,1 ,54.0 ,79 ,47 ,37 ,15 ,28 ,8 ,3 ,3 ,238 ,.332 ,8 ,2 ,1 ,No,No
Thoutt,P, RU ,2015,7,5.55 ,4,3 ,12,10 ,1 ,0,0 ,0 ,60.0 ,69 ,42 ,37 ,25 ,55 ,17 ,0 ,5 ,244 ,.283 ,11 ,8 ,0 ,No,No
Waterman,P, RU ,2015,7,16.34 ,0,0 ,8,0 ,0 ,0,0 ,0 ,12.2 ,28 ,23 ,23 ,8 ,8 ,5 ,2 ,4 ,62 ,.452 ,2 ,1 ,0 ,No,No
DiPaola,P, RU ,2016,6,9.49 ,0,1 ,9,1 ,0 ,0,0 ,0 ,12.1 ,22 ,16 ,13 ,9 ,7 ,2 ,0 ,3 ,54 ,.407 ,4 ,2 ,0 ,No,No
Gotsis,P, RU ,2016,6,4.13 ,6,4 ,12,12 ,1 ,0,1 ,0 ,69.2 ,69 ,43 ,32 ,11 ,68 ,14 ,0 ,5 ,279 ,.247 ,3 ,8 ,1 ,No,No
Griffith,P, RU ,2016,6,7.11 ,0,0 ,11,0 ,0 ,0,0 ,0 ,6.1 ,15 ,12 ,5 ,6 ,1 ,2 ,2 ,2 ,35 ,.429 ,2 ,1 ,0 ,No,No
Hemphill,P, RU ,2016,6,9.42 ,0,1 ,9,1 ,0 ,0,0 ,1 ,14.1 ,25 ,15 ,15 ,11 ,13 ,1 ,0 ,1 ,63 ,.397 ,2 ,4 ,0 ,No,No
Kennedy,P, RU ,2016,6,4.50 ,2,0 ,18,0 ,0 ,0,1 ,2 ,22.0 ,29 ,17 ,11 ,3 ,20 ,6 ,0 ,3 ,95 ,.305 ,1 ,4 ,0 ,No,No
Long,P, RU ,2016,6,3.55 ,0,1 ,12,0 ,0 ,0,0 ,1 ,12.2 ,12 ,5 ,5 ,9 ,14 ,1 ,1 ,2 ,45 ,.267 ,0 ,1 ,0 ,No,No
Montano,P, RU ,2016,6,4.38 ,1,2 ,16,2 ,0 ,0,0 ,0 ,37.0 ,38 ,19 ,18 ,12 ,27 ,7 ,1 ,2 ,140 ,.271 ,4 ,5 ,0 ,No,No
O'Brien,P, RU ,2016,6,20.25 ,0,3 ,9,0 ,0 ,0,0 ,0 ,5.1 ,16 ,14 ,12 ,9 ,7 ,3 ,1 ,0 ,32 ,.500 ,2 ,3 ,0 ,No,No
Quackenbush,P, RU ,2016,6,3.69 ,6,5 ,12,12 ,3 ,1,0 ,0 ,63.1 ,70 ,40 ,26 ,24 ,48 ,8 ,2 ,3 ,254 ,.276 ,5 ,4 ,5 ,No,No
Sanchez,P, RU ,2016,6,14.40 ,0,0 ,5,0 ,0 ,0,0 ,0 ,5.0 ,10 ,8 ,8 ,5 ,2 ,2 ,0 ,2 ,24 ,.417 ,2 ,1 ,0 ,No,No
Schwein,P, RU ,2016,6,8.04 ,1,5 ,12,8 ,1 ,0,0 ,0 ,47.0 ,69 ,45 ,42 ,17 ,34 ,15 ,2 ,5 ,194 ,.356 ,6 ,6 ,0 ,No,No
Thoutt,P, RU ,2016,6,4.02 ,4,3 ,10,10 ,0 ,0,0 ,0 ,62.2 ,69 ,37 ,28 ,20 ,64 ,8 ,2 ,7 ,248 ,.278 ,2 ,5 ,0 ,No,No
Waterman,P, RU ,2016,6,10.97 ,0,1 ,9,0 ,0 ,0,0 ,1 ,10.2 ,19 ,15 ,13 ,8 ,7 ,5 ,0 ,2 ,46 ,.413 ,0 ,1 ,0 ,No,No
DiPaola,P, RU ,2017,6,6.82 ,3,0 ,20,0 ,0 ,0,0 ,1 ,31.2 ,43 ,27 ,24 ,18 ,11 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Fischetti,P, RU ,2017,6,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.1 ,1 ,0 ,0 ,0 ,0 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Gotsis,P, RU ,2017,6,4.10 ,6,5 ,14,14 ,1 ,1,0 ,0 ,90.0 ,95 ,46 ,41 ,16 ,74 ,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes
Griffith,P, RU ,2017,6,5.21 ,0,1 ,20,0 ,0 ,0,0 ,0 ,19.0 ,19 ,13 ,11 ,12 ,11 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Heibult,P, RU ,2017,6,7.13 ,4,6 ,15,11 ,0 ,0,0 ,0 ,65.2 ,104 ,67 ,52 ,23 ,43 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Karhoff,P, RU ,2017,6,8.45 ,0,0 ,11,4 ,0 ,0,0 ,0 ,33.0 ,46 ,32 ,31 ,17 ,24 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Kenny,P, RU ,2017,6,2.83 ,3,3 ,22,0 ,0 ,0,0 ,7 ,41.1 ,37 ,17 ,13 ,10 ,53 ,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Klatke,P, RU ,2017,6,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.2 ,2 ,3 ,0 ,1 ,0 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
McMahon,P, RU ,2017,6,81.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,0.2 ,3 ,6 ,6 ,3 ,1,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Montano,P, RU ,2017,6,7.52 ,4,3 ,18,5 ,0 ,0,1 ,1 ,40.2 ,68 ,39 ,34 ,10 ,35 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Quackenbu,P, RU ,2017,6,8.09 ,4,6 ,13,13 ,0 ,0,1 ,0 ,65.2 ,109 ,62 ,59 ,22 ,37 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Sanchez,P, RU ,2017,6,12.60 ,0,0 ,7,0 ,0 ,0,0 ,0 ,5.0 ,15 ,7 ,7 ,1 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Thoutt,P, RU ,2017,6,3.67 ,2,2 ,5,5 ,1 ,0,0 ,0 ,27.0 ,24 ,12 ,11 ,9 ,17 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Adamscheck,P, UCCS ,2017,5,6.75 ,0,0 ,11,0 ,0 ,0,0 ,0 ,6.2 ,14 ,5 ,5 ,2 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Aufderheide,P, UCCS ,2017,5,8.07 ,3,5 ,14,5 ,0 ,0,0 ,0 ,35.2 ,58 ,33 ,32 ,11 ,20 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Cicere,P, UCCS ,2017,5,4.43 ,7,2 ,15,15 ,0 ,0,1 ,0 ,87.1 ,107 ,49 ,43 ,19 ,62 ,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes
Felton,P, UCCS ,2017,5,7.52 ,3,3 ,14,9 ,0 ,0,0 ,0 ,40.2 ,53 ,42 ,34 ,28 ,40 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Gordon,P, UCCS ,2017,5,13.06 ,0,0 ,11,0 ,0 ,0,1 ,0 ,10.1 ,14 ,16 ,15 ,20 ,13 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Laydon,P, UCCS ,2017,5,5.06 ,0,0 ,8,0 ,0 ,0,0 ,1 ,10.2 ,15 ,8 ,6 ,7 ,7 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Martinez,P, UCCS ,2017,5,10.89 ,0,1 ,11,2 ,0 ,0,0 ,0 ,20.2 ,35 ,29 ,25 ,17 ,17 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Neeley,P, UCCS ,2017,5,5.60 ,3,4 ,10,9 ,1 ,0,0 ,0 ,54.2 ,71 ,39 ,34 ,14 ,32 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Pratt,P, UCCS ,2017,5,7.36 ,2,3 ,22,0 ,0 ,0,0 ,2 ,29.1 ,48 ,28 ,24 ,7 ,14 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Silva,P, UCCS ,2017,5,7.48 ,3,4 ,17,9 ,1 ,0,0 ,0 ,61.1 ,90 ,56 ,51 ,24 ,43 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Slocum,P, UCCS ,2017,5,3.32 ,1,4 ,19,0 ,0 ,0,0 ,8 ,21.2 ,25 ,14 ,8 ,8 ,17 ,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Williams,P, UCCS ,2017,5,4.66 ,0,1 ,16,0 ,0 ,0,1 ,0 ,19.1 ,20 ,12 ,10 ,10 ,11 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Seefus,P, UNK ,2008,4,8.02 ,5,5 ,19,7 ,1 ,0,0,1 ,67.1 ,97 ,74 ,60 ,33 ,35 ,16 ,3 ,9 ,288 ,.337 ,11 ,7 ,0 ,No,No
Sheldon,P, UNK ,2008,4,5.08 ,7,3 ,12,11 ,4 ,0,0,0 ,79.2 ,83 ,49 ,45 ,16 ,82 ,11 ,3 ,6 ,314 ,.264 ,9 ,5 ,2 ,Yes,No
Wrobel,P, UNK ,2008,4,5.36 ,5,6 ,16,15 ,3 ,0,0,0 ,90.2 ,132 ,86 ,54 ,22 ,58 ,24 ,1 ,7 ,401 ,.329 ,4 ,14 ,0 ,No,No
Aramovich,P,ASU,2014,6,6.39,0,0,7,0,0,0,0,0,12.2,19,11,9,6,8,5,0,1,52,0.365,2,3,0,No,No
Bradshaw,P,ASU,2014,6,4.5,0,1,8,0,0,0,0,1,10,14,5,5,4,3,5,2,0,40,0.350,2,0,0,No,No
English,P,ASU,2014,6,20.25,0,0,3,0,0,0,0,0,4,9,9,9,7,5,2,1,0,19,0.474,0,2,0,No,No
Godfrey,P,ASU,2014,6,8.53,0,2,10,0,0,0,0,0,12.2,23,16,12,5,8,2,1,4,58,0.397,2,1,1,No,No
Heredia,P,ASU,2014,6,7.28,3,7,13,10,2,0,0,0,55.2,74,54,45,28,45,4,2,7,228,0.325,7,3,0,No,No
Kriesel,P,ASU,2014,6,4.97,0,1,8,0,0,0,0,0,12.2,15,12,7,8,5,5,1,0,50,0.300,3,1,0,No,No
MacMahon,P,ASU,2014,6,6.69,4,7,13,13,4,1,1,0,75.1,101,72,56,14,48,17,2,9,321,0.315,0,5,3,No,No
Nutsch,P,ASU,2014,6,47.25,0,0,5,0,0,0,0,0,2.2,14,16,14,5,2,1,2,1,22,0.636,0,1,0,No,No
Richardso,P,ASU,2014,6,10.24,0,1,8,0,0,0,0,0,9.2,18,14,11,7,12,5,0,2,44,0.409,0,1,1,No,No
Rochford,P,ASU,2014,6,3.86,1,1,7,0,0,0,0,1,7,8,6,3,2,6,3,0,0,26,0.308,0,0,0,No,No
Sedlak,P,ASU,2014,6,7.24,3,4,11,8,1,0,0,0,41,59,41,33,29,26,13,1,3,172,0.343,5,5,0,No,No
Sherry,P,ASU,2014,6,13.5,1,1,6,0,0,0,0,0,8.2,16,15,13,11,5,1,0,1,40,0.400,2,1,0,No,No
Wiemers,P,ASU,2014,6,8.37,2,6,13,10,1,0,0,0,52.2,79,55,49,25,29,15,0,8,225,0.351,2,5,3,No,No
Williams,P,ASU,2014,6,7.71,1,4,13,8,0,0,0,0,49,88,46,42,10,17,13,3,4,231,0.381,0,6,0,No,No
Wright,P,ASU,2014,6,9.58,0,1,14,0,0,0,0,1,20.2,30,25,22,14,10,3,1,3,88,0.341,3,4,2,No,No
Adams,P,CCU,2009,7,5.79,0,0,12,0,0,0,1,1,14,14,11,9,8,3,3,0,2,53,0.264,1,3,1,No,No
Anderson,P,CCU,2009,7,27,0,0,7,0,0,0,0,0,4.2,13,16,14,7,2,3,0,0,24,0.542,0,4,0,No,No
Cheek,P,CCU,2009,7,6.85,1,2,19,2,0,0,0,2,44.2,69,38,34,10,20,14,1,6,187,0.369,2,0,0,No,No
Corbett,P,CCU,2009,7,8.5,1,8,14,12,2,0,0,0,65.2,122,73,62,12,19,28,2,10,293,0.416,5,6,0,No,No
Guyer,P,CCU,2009,7,27,0,0,1,0,0,0,0,0,1,3,3,3,1,0,1,1,0,6,0.500,0,0,0,No,No
Hendricks,P,CCU,2009,7,11.85,0,3,18,3,0,0,0,1,32.2,57,48,43,16,21,16,0,10,153,0.373,6,5,0,No,No
Jones,P,CCU,2009,7,27,0,0,1,0,0,0,0,0,2,11,10,6,0,1,4,1,0,19,0.579,0,1,0,No,No
Leader,P,CCU,2009,7,6.53,7,7,18,14,6,1,1,0,91,125,80,66,24,69,22,2,19,382,0.327,7,5,2,No,No
Myatt,P,CCU,2009,7,8.15,5,8,15,12,4,0,0,0,67.1,112,74,61,26,42,22,9,7,291,0.385,10,13,0,No,No
Orr,P,CCU,2009,7,10.45,0,1,7,0,0,0,1,0,10.1,19,17,12,15,7,4,0,3,49,0.388,2,0,0,No,No
Pavlich,P,CCU,2009,7,47.25,0,0,2,0,0,0,0,0,1.1,5,7,7,1,1,4,1,0,7,0.714,0,2,0,No,No
Ross,P,CCU,2009,7,24.47,0,0,10,0,0,0,0,0,10.2,31,34,29,6,9,12,1,2,64,0.484,2,7,1,No,No
Wilborn,P,CCU,2009,7,6.72,6,8,17,14,2,0,1,0,87,108,78,65,50,74,23,2,11,357,0.303,2,8,0,No,No
Adams,P,CCU,2010,8,16.62,0,0,7,0,0,0,0,0,8.2,26,19,16,1,3,4,2,3,52,0.500,2,1,1,No,No
